Direction,Timestamp
1,0.000000
1,0.000112
1,0.000342
1,0.000468
1,0.000625
-1,0.018871
-1,0.018872
-1,0.018872
-1,0.018872
-1,0.031322
-1,0.031323
-1,0.039303
-1,0.039303
-1,0.039304
-1,0.039304
1,0.039374
1,0.039621
-1,0.040694
-1,0.040694
-1,0.040694
1,0.040826
-1,0.046974
-1,0.046974
-1,0.046974
-1,0.046975
1,0.047046
1,0.047289
-1,0.071983
-1,0.071983
-1,0.071984
1,0.072049
1,0.072292
-1,0.118254
-1,0.131362
-1,0.334722
-1,0.334723
1,0.334790
-1,0.341672
-1,0.341673
1,0.341739
1,0.342096
-1,0.372946
1,0.783103
-1,0.801843
-1,0.884964
-1,0.884964
-1,0.884964
-1,0.884964
-1,0.884965
1,0.885075
-1,0.885785
-1,0.885786
1,0.885831
1,0.886391
-1,0.906225
1,1.134170
1,1.294437
-1,1.324830
-1,1.324831
-1,1.324831
1,1.324914
-1,1.327637
-1,1.327637
-1,1.327638
-1,1.327638
-1,1.327638
-1,1.327638
-1,1.327638
-1,1.327638
-1,1.327638
-1,1.327639
-1,1.327639
-1,1.327639
-1,1.327639
-1,1.327639
-1,1.327640
-1,1.327640
-1,1.327640
-1,1.327640
-1,1.327640
-1,1.327641
-1,1.327641
-1,1.327641
-1,1.327641
-1,1.327642
-1,1.327642
-1,1.327642
-1,1.327642
-1,1.327644
1,1.328064
-1,1.329679
-1,1.329680
-1,1.329680
-1,1.329680
-1,1.329680
-1,1.329681
-1,1.329681
-1,1.329681
-1,1.329681
-1,1.329681
-1,1.329682
-1,1.329682
-1,1.329682
-1,1.329682
-1,1.329683
-1,1.329683
-1,1.329683
-1,1.329683
-1,1.329683
-1,1.329684
-1,1.329684
-1,1.329684
-1,1.329684
-1,1.329684
-1,1.329685
-1,1.329685
-1,1.329685
-1,1.329685
-1,1.329686
1,1.330087
-1,1.331947
-1,1.331948
-1,1.331948
-1,1.331949
-1,1.331949
-1,1.331949
-1,1.331949
-1,1.331950
-1,1.331950
-1,1.331950
-1,1.331950
-1,1.331950
-1,1.331951
-1,1.331951
-1,1.331951
-1,1.331951
1,1.332202
-1,1.332515
-1,1.332515
-1,1.332515
-1,1.332515
-1,1.332516
-1,1.332516
-1,1.332516
-1,1.332517
-1,1.332517
-1,1.332517
-1,1.332517
-1,1.332518
-1,1.332518
-1,1.332519
-1,1.332519
-1,1.332520
-1,1.332520
-1,1.332520
-1,1.332520
-1,1.332521
-1,1.332521
1,1.332817
-1,1.336734
-1,1.336735
-1,1.336735
-1,1.336735
-1,1.336735
-1,1.336735
-1,1.336736
-1,1.336736
-1,1.336736
-1,1.336736
