Direction,Timestamp
0,0.000000
0,0.000388
0,0.001420
0,0.020512
0,0.020513
0,0.020728
0,0.025988
0,0.026199
0,0.031128
0,0.032927
0,0.033062
0,0.039776
0,0.039777
0,0.039973
0,0.048859
0,0.048860
0,0.049072
0,0.057650
0,0.059607
0,0.059742
0,0.062040
0,0.069553
0,0.069728
0,0.071766
0,0.080818
0,0.080982
0,0.097361
0,0.097362
0,0.097609
0,0.103874
0,0.103982
0,0.105367
0,0.105437
0,0.115777
0,0.115858
0,0.127713
0,0.127714
0,0.127806
0,0.127968
0,0.134951
0,0.135033
0,0.147693
0,0.147694
0,0.147781
0,0.147937
0,0.202636
0,0.202637
0,0.202638
0,0.202639
0,0.202731
0,0.203004
0,0.203083
0,0.203139
0,0.246847
0,0.247073
0,0.248873
0,0.248874
0,0.248954
0,0.249063
0,0.252753
0,0.252755
0,0.252959
0,0.253075
0,0.278917
0,0.278918
0,0.278918
0,0.279039
0,0.279343
0,0.299253
0,0.299254
0,0.299465
0,0.303632
0,0.303776
0,0.309556
0,0.309557
0,0.309736
0,0.311855
0,0.316618
0,0.316767
0,0.318029
0,0.328531
0,0.328532
0,0.328737
0,0.350461
0,0.350462
0,0.350463
0,0.350464
0,0.350760
0,0.357306
0,0.357307
0,0.357500
0,0.370039
0,0.376714
0,0.376792
0,0.381576
0,0.381658
0,0.384277
0,0.384345
0,0.391333
0,0.391409
0,0.399037
0,0.399122
0,0.404079
0,0.404160
0,0.416364
0,0.416448
0,0.426337
0,0.426420
0,0.442560
0,0.442561
0,0.442644
0,0.442769
0,0.457419
0,0.457500
0,0.459039
0,0.459104
0,0.468708
0,0.468885
0,0.473186
0,0.473395
0,0.478191
0,0.478362
0,0.484953
0,0.485176
0,0.488109
0,0.488275
0,0.492224
0,0.492399
0,0.502235
0,0.502472
0,0.510084
0,0.510164
0,0.529565
0,0.529569
0,0.529656
0,0.529810
0,0.531464
0,0.531542
0,0.542091
0,0.542168
0,0.554181
0,0.554261
0,0.559828
0,0.559909
0,0.561992
0,0.562066
0,0.574375
0,0.574548
0,0.584074
0,0.584271
0,0.594769
0,0.597767
0,0.597768
0,0.597769
0,0.597853
0,0.598098
0,0.598238
0,0.602769
0,0.602960
0,0.619381
0,0.619460
0,0.628632
0,0.628838
0,0.632188
0,0.632259
0,0.638444
0,0.638445
0,0.638524
0,0.638634
0,0.662187
0,0.662268
0,0.663661
0,0.663739
0,0.667333
0,0.667422
0,0.673628
0,0.673703
0,0.683868
0,0.683945
0,0.685491
0,0.685560
0,0.695374
0,0.695653
0,0.716131
0,0.716132
0,0.716133
0,0.716239
0,0.716370
0,0.730699
0,0.730700
0,0.730701
0,0.730702
0,0.730797
0,0.731028
0,0.732177
0,0.732275
0,0.733232
0,0.734192
0,0.734262
0,0.738857
0,0.738929
0,0.748556
0,0.748776
0,0.756745
0,0.756822
0,0.764682
0,0.764684
0,0.764763
0,0.764880
0,0.771578
0,0.771745
0,0.789268
0,0.789269
0,0.789458
0,0.789703
0,0.798153
0,0.798234
0,0.801741
0,0.801812
0,0.810914
0,0.811090
0,0.818618
0,0.818705
0,0.822078
0,0.822152
0,0.834134
0,0.834217
0,0.848005
0,0.848084
0,0.851599
0,0.851672
0,0.858720
0,0.858790
0,0.869148
0,0.869228
0,0.872482
0,0.872483
0,0.872576
0,0.880104
0,0.880180
0,0.888915
0,0.889232
0,0.893792
0,0.893863
0,0.911141
0,0.911142
0,0.911227
0,0.911356
0,0.916744
0,0.916814
0,0.920896
0,0.920966
0,0.932043
0,0.932132
0,0.937917
0,0.937988
0,0.946383
0,0.946461
0,0.951851
0,0.951931
0,0.955315
0,0.955381
